EmployeeID,Date,EntryTime,MinutesLate
E028,2025-05-23,2025-05-23 09:05:00,5.0
E029,2025-05-23,2025-05-23 09:05:00,5.0
E032,2025-05-23,2025-05-23 09:30:00,30.0
E033,2025-05-23,2025-05-23 09:30:00,30.0
E037,2025-05-23,2025-05-23 09:05:00,5.0
E038,2025-05-23,2025-05-23 09:10:00,10.0
E039,2025-05-23,2025-05-23 09:15:00,15.0
E042,2025-05-23,2025-05-23 09:30:00,30.0
E044,2025-05-23,2025-05-23 09:05:00,5.0
E046,2025-05-23,2025-05-23 09:05:00,5.0
E048,2025-05-23,2025-05-23 09:15:00,15.0
E050,2025-05-23,2025-05-23 10:30:00,90.0
E002,2025-05-26,2025-05-26 10:15:00,75.0
E003,2025-05-26,2025-05-26 09:15:00,15.0
E005,2025-05-26,2025-05-26 09:30:00,30.0
E006,2025-05-26,2025-05-26 09:30:00,30.0
E009,2025-05-26,2025-05-26 09:05:00,5.0
E010,2025-05-26,2025-05-26 09:15:00,15.0
E011,2025-05-26,2025-05-26 09:10:00,10.0
E012,2025-05-26,2025-05-26 09:30:00,30.0
E013,2025-05-26,2025-05-26 09:05:00,5.0
E014,2025-05-26,2025-05-26 09:10:00,10.0
E016,2025-05-26,2025-05-26 09:10:00,10.0
E017,2025-05-26,2025-05-26 09:05:00,5.0
E019,2025-05-26,2025-05-26 09:10:00,10.0
E020,2025-05-26,2025-05-26 09:15:00,15.0
E021,2025-05-26,2025-05-26 10:00:00,60.0
E022,2025-05-26,2025-05-26 10:05:00,65.0
E023,2025-05-26,2025-05-26 09:10:00,10.0
E025,2025-05-26,2025-05-26 09:05:00,5.0
E027,2025-05-26,2025-05-26 09:05:00,5.0
E028,2025-05-26,2025-05-26 09:05:00,5.0
E029,2025-05-26,2025-05-26 09:30:00,30.0
E032,2025-05-26,2025-05-26 09:30:00,30.0
E033,2025-05-26,2025-05-26 09:30:00,30.0
E034,2025-05-26,2025-05-26 10:05:00,65.0
E035,2025-05-26,2025-05-26 09:15:00,15.0
E036,2025-05-26,2025-05-26 09:15:00,15.0
E037,2025-05-26,2025-05-26 10:10:00,70.0
E038,2025-05-26,2025-05-26 09:30:00,30.0
E039,2025-05-26,2025-05-26 09:15:00,15.0
E040,2025-05-26,2025-05-26 09:15:00,15.0
E041,2025-05-26,2025-05-26 09:05:00,5.0
E042,2025-05-26,2025-05-26 09:05:00,5.0
E046,2025-05-26,2025-05-26 09:05:00,5.0
E049,2025-05-26,2025-05-26 09:05:00,5.0
E001,2025-05-27,2025-05-27 09:30:00,30.0
E005,2025-05-27,2025-05-27 09:30:00,30.0
E006,2025-05-27,2025-05-27 09:15:00,15.0
E007,2025-05-27,2025-05-27 10:05:00,65.0
E009,2025-05-27,2025-05-27 09:10:00,10.0
E010,2025-05-27,2025-05-27 09:05:00,5.0
E012,2025-05-27,2025-05-27 09:10:00,10.0
E013,2025-05-27,2025-05-27 09:30:00,30.0
E015,2025-05-27,2025-05-27 09:15:00,15.0
E018,2025-05-27,2025-05-27 09:10:00,10.0
E020,2025-05-27,2025-05-27 09:30:00,30.0
E021,2025-05-27,2025-05-27 09:15:00,15.0
E022,2025-05-27,2025-05-27 09:30:00,30.0
E023,2025-05-27,2025-05-27 09:15:00,15.0
E026,2025-05-27,2025-05-27 09:30:00,30.0
E033,2025-05-27,2025-05-27 09:15:00,15.0
E034,2025-05-27,2025-05-27 09:10:00,10.0
E037,2025-05-27,2025-05-27 09:15:00,15.0
E039,2025-05-27,2025-05-27 09:30:00,30.0
E040,2025-05-27,2025-05-27 09:15:00,15.0
E044,2025-05-27,2025-05-27 09:30:00,30.0
E045,2025-05-27,2025-05-27 09:15:00,15.0
E049,2025-05-27,2025-05-27 09:30:00,30.0
E050,2025-05-27,2025-05-27 10:30:00,90.0
E001,2025-05-28,2025-05-28 09:10:00,10.0
E003,2025-05-28,2025-05-28 09:15:00,15.0
E005,2025-05-28,2025-05-28 10:30:00,90.0
E006,2025-05-28,2025-05-28 09:10:00,10.0
E007,2025-05-28,2025-05-28 09:30:00,30.0
E008,2025-05-28,2025-05-28 09:15:00,15.0
E009,2025-05-28,2025-05-28 09:10:00,10.0
E010,2025-05-28,2025-05-28 09:30:00,30.0
E012,2025-05-28,2025-05-28 09:10:00,10.0
E013,2025-05-28,2025-05-28 09:30:00,30.0
E014,2025-05-28,2025-05-28 09:05:00,5.0
E020,2025-05-28,2025-05-28 09:05:00,5.0
E021,2025-05-28,2025-05-28 09:15:00,15.0
E022,2025-05-28,2025-05-28 09:15:00,15.0
E023,2025-05-28,2025-05-28 10:05:00,65.0
E024,2025-05-28,2025-05-28 09:15:00,15.0
E025,2025-05-28,2025-05-28 09:05:00,5.0
E027,2025-05-28,2025-05-28 09:30:00,30.0
E028,2025-05-28,2025-05-28 10:05:00,65.0
E029,2025-05-28,2025-05-28 09:30:00,30.0
E030,2025-05-28,2025-05-28 09:30:00,30.0
E031,2025-05-28,2025-05-28 09:05:00,5.0
E032,2025-05-28,2025-05-28 09:30:00,30.0
E034,2025-05-28,2025-05-28 10:30:00,90.0
E035,2025-05-28,2025-05-28 10:10:00,70.0
E036,2025-05-28,2025-05-28 09:15:00,15.0
E040,2025-05-28,2025-05-28 09:30:00,30.0
E041,2025-05-28,2025-05-28 09:10:00,10.0
E042,2025-05-28,2025-05-28 09:05:00,5.0
E043,2025-05-28,2025-05-28 10:15:00,75.0
E044,2025-05-28,2025-05-28 09:10:00,10.0
E045,2025-05-28,2025-05-28 09:30:00,30.0
E046,2025-05-28,2025-05-28 09:15:00,15.0
E049,2025-05-28,2025-05-28 09:10:00,10.0
E001,2025-05-29,2025-05-29 09:30:00,30.0
E003,2025-05-29,2025-05-29 09:10:00,10.0
E005,2025-05-29,2025-05-29 09:10:00,10.0
E006,2025-05-29,2025-05-29 10:00:00,60.0
E007,2025-05-29,2025-05-29 09:05:00,5.0
E008,2025-05-29,2025-05-29 10:30:00,90.0
E010,2025-05-29,2025-05-29 09:15:00,15.0
E011,2025-05-29,2025-05-29 10:10:00,70.0
E012,2025-05-29,2025-05-29 09:05:00,5.0
E014,2025-05-29,2025-05-29 09:30:00,30.0
E016,2025-05-29,2025-05-29 09:30:00,30.0
E017,2025-05-29,2025-05-29 09:15:00,15.0
E018,2025-05-29,2025-05-29 09:30:00,30.0
E019,2025-05-29,2025-05-29 09:05:00,5.0
E020,2025-05-29,2025-05-29 09:30:00,30.0
E021,2025-05-29,2025-05-29 09:15:00,15.0
E022,2025-05-29,2025-05-29 09:15:00,15.0
E024,2025-05-29,2025-05-29 09:30:00,30.0
E025,2025-05-29,2025-05-29 09:30:00,30.0
E026,2025-05-29,2025-05-29 09:30:00,30.0
E028,2025-05-29,2025-05-29 09:05:00,5.0
E029,2025-05-29,2025-05-29 09:10:00,10.0
E031,2025-05-29,2025-05-29 09:10:00,10.0
E032,2025-05-29,2025-05-29 09:15:00,15.0
E033,2025-05-29,2025-05-29 09:30:00,30.0
E034,2025-05-29,2025-05-29 09:15:00,15.0
E035,2025-05-29,2025-05-29 09:15:00,15.0
E036,2025-05-29,2025-05-29 09:15:00,15.0
E038,2025-05-29,2025-05-29 09:30:00,30.0
E039,2025-05-29,2025-05-29 09:05:00,5.0
E041,2025-05-29,2025-05-29 09:15:00,15.0
E043,2025-05-29,2025-05-29 09:15:00,15.0
E046,2025-05-29,2025-05-29 09:05:00,5.0
E048,2025-05-29,2025-05-29 09:05:00,5.0
E049,2025-05-29,2025-05-29 10:00:00,60.0
E050,2025-05-29,2025-05-29 09:30:00,30.0
E001,2025-05-30,2025-05-30 09:15:00,15.0
E004,2025-05-30,2025-05-30 09:30:00,30.0
E005,2025-05-30,2025-05-30 09:30:00,30.0
E006,2025-05-30,2025-05-30 09:30:00,30.0
E007,2025-05-30,2025-05-30 09:10:00,10.0
E008,2025-05-30,2025-05-30 09:05:00,5.0
E009,2025-05-30,2025-05-30 09:30:00,30.0
E011,2025-05-30,2025-05-30 09:30:00,30.0
E012,2025-05-30,2025-05-30 09:30:00,30.0
E014,2025-05-30,2025-05-30 09:10:00,10.0
E018,2025-05-30,2025-05-30 09:15:00,15.0
E019,2025-05-30,2025-05-30 10:15:00,75.0
E020,2025-05-30,2025-05-30 10:00:00,60.0
E022,2025-05-30,2025-05-30 09:15:00,15.0
E023,2025-05-30,2025-05-30 10:30:00,90.0
E024,2025-05-30,2025-05-30 09:30:00,30.0
E025,2025-05-30,2025-05-30 09:10:00,10.0
E027,2025-05-30,2025-05-30 09:30:00,30.0
E028,2025-05-30,2025-05-30 09:05:00,5.0
E029,2025-05-30,2025-05-30 10:00:00,60.0
E031,2025-05-30,2025-05-30 09:10:00,10.0
E032,2025-05-30,2025-05-30 09:05:00,5.0
E033,2025-05-30,2025-05-30 09:30:00,30.0
E035,2025-05-30,2025-05-30 09:05:00,5.0
E039,2025-05-30,2025-05-30 09:30:00,30.0
E040,2025-05-30,2025-05-30 09:30:00,30.0
E041,2025-05-30,2025-05-30 10:05:00,65.0
E043,2025-05-30,2025-05-30 09:15:00,15.0
E045,2025-05-30,2025-05-30 09:15:00,15.0
E047,2025-05-30,2025-05-30 09:15:00,15.0
E048,2025-05-30,2025-05-30 09:30:00,30.0
E050,2025-05-30,2025-05-30 09:05:00,5.0
E001,2025-06-02,2025-06-02 09:05:00,5.0
E002,2025-06-02,2025-06-02 09:10:00,10.0
E004,2025-06-02,2025-06-02 09:05:00,5.0
E007,2025-06-02,2025-06-02 09:30:00,30.0
E008,2025-06-02,2025-06-02 10:05:00,65.0
E009,2025-06-02,2025-06-02 09:05:00,5.0
E010,2025-06-02,2025-06-02 09:15:00,15.0
E012,2025-06-02,2025-06-02 09:05:00,5.0
E013,2025-06-02,2025-06-02 09:30:00,30.0
E014,2025-06-02,2025-06-02 09:10:00,10.0
E015,2025-06-02,2025-06-02 09:10:00,10.0
E016,2025-06-02,2025-06-02 09:30:00,30.0
E017,2025-06-02,2025-06-02 10:30:00,90.0
E018,2025-06-02,2025-06-02 09:05:00,5.0
E019,2025-06-02,2025-06-02 09:15:00,15.0
E020,2025-06-02,2025-06-02 09:15:00,15.0
E021,2025-06-02,2025-06-02 09:10:00,10.0
E022,2025-06-02,2025-06-02 09:15:00,15.0
E023,2025-06-02,2025-06-02 09:10:00,10.0
E026,2025-06-02,2025-06-02 09:30:00,30.0
E027,2025-06-02,2025-06-02 09:10:00,10.0
E028,2025-06-02,2025-06-02 09:15:00,15.0
E030,2025-06-02,2025-06-02 10:15:00,75.0
E032,2025-06-02,2025-06-02 09:30:00,30.0
E034,2025-06-02,2025-06-02 09:10:00,10.0
E035,2025-06-02,2025-06-02 10:10:00,70.0
E036,2025-06-02,2025-06-02 09:05:00,5.0
E039,2025-06-02,2025-06-02 09:10:00,10.0
E041,2025-06-02,2025-06-02 09:05:00,5.0
E042,2025-06-02,2025-06-02 09:15:00,15.0
E043,2025-06-02,2025-06-02 09:30:00,30.0
E044,2025-06-02,2025-06-02 09:10:00,10.0
E045,2025-06-02,2025-06-02 09:05:00,5.0
E046,2025-06-02,2025-06-02 09:05:00,5.0
E001,2025-06-03,2025-06-03 09:10:00,10.0
E002,2025-06-03,2025-06-03 09:30:00,30.0
E003,2025-06-03,2025-06-03 09:30:00,30.0
E004,2025-06-03,2025-06-03 09:10:00,10.0
E007,2025-06-03,2025-06-03 09:30:00,30.0
E008,2025-06-03,2025-06-03 10:15:00,75.0
E011,2025-06-03,2025-06-03 09:05:00,5.0
E012,2025-06-03,2025-06-03 09:15:00,15.0
E013,2025-06-03,2025-06-03 09:15:00,15.0
E014,2025-06-03,2025-06-03 09:15:00,15.0
E015,2025-06-03,2025-06-03 10:15:00,75.0
E016,2025-06-03,2025-06-03 09:30:00,30.0
E017,2025-06-03,2025-06-03 10:15:00,75.0
E018,2025-06-03,2025-06-03 10:10:00,70.0
E023,2025-06-03,2025-06-03 10:30:00,90.0
E024,2025-06-03,2025-06-03 09:30:00,30.0
E025,2025-06-03,2025-06-03 09:15:00,15.0
E026,2025-06-03,2025-06-03 09:10:00,10.0
E027,2025-06-03,2025-06-03 09:30:00,30.0
E032,2025-06-03,2025-06-03 09:10:00,10.0
E034,2025-06-03,2025-06-03 09:15:00,15.0
E035,2025-06-03,2025-06-03 09:30:00,30.0
E036,2025-06-03,2025-06-03 09:15:00,15.0
E037,2025-06-03,2025-06-03 09:30:00,30.0
E038,2025-06-03,2025-06-03 09:05:00,5.0
E039,2025-06-03,2025-06-03 09:15:00,15.0
E040,2025-06-03,2025-06-03 09:10:00,10.0
E041,2025-06-03,2025-06-03 10:30:00,90.0
E042,2025-06-03,2025-06-03 09:05:00,5.0
E043,2025-06-03,2025-06-03 09:30:00,30.0
E044,2025-06-03,2025-06-03 09:30:00,30.0
E045,2025-06-03,2025-06-03 09:05:00,5.0
E047,2025-06-03,2025-06-03 09:15:00,15.0
E048,2025-06-03,2025-06-03 09:10:00,10.0
E049,2025-06-03,2025-06-03 09:30:00,30.0
E050,2025-06-03,2025-06-03 09:05:00,5.0
E002,2025-06-04,2025-06-04 10:05:00,65.0
E004,2025-06-04,2025-06-04 09:10:00,10.0
E007,2025-06-04,2025-06-04 09:10:00,10.0
E009,2025-06-04,2025-06-04 09:30:00,30.0
E010,2025-06-04,2025-06-04 09:30:00,30.0
E011,2025-06-04,2025-06-04 09:15:00,15.0
E013,2025-06-04,2025-06-04 10:10:00,70.0
E014,2025-06-04,2025-06-04 09:10:00,10.0
E016,2025-06-04,2025-06-04 09:15:00,15.0
E019,2025-06-04,2025-06-04 09:05:00,5.0
E020,2025-06-04,2025-06-04 09:10:00,10.0
E021,2025-06-04,2025-06-04 09:15:00,15.0
E022,2025-06-04,2025-06-04 09:30:00,30.0
E025,2025-06-04,2025-06-04 09:30:00,30.0
E027,2025-06-04,2025-06-04 10:10:00,70.0
E028,2025-06-04,2025-06-04 09:10:00,10.0
E031,2025-06-04,2025-06-04 09:15:00,15.0
E032,2025-06-04,2025-06-04 09:10:00,10.0
E034,2025-06-04,2025-06-04 09:15:00,15.0
E035,2025-06-04,2025-06-04 10:15:00,75.0
E036,2025-06-04,2025-06-04 09:05:00,5.0
E037,2025-06-04,2025-06-04 09:30:00,30.0
E040,2025-06-04,2025-06-04 09:05:00,5.0
E041,2025-06-04,2025-06-04 09:10:00,10.0
E042,2025-06-04,2025-06-04 09:10:00,10.0
E046,2025-06-04,2025-06-04 09:30:00,30.0
E047,2025-06-04,2025-06-04 09:30:00,30.0
E049,2025-06-04,2025-06-04 09:05:00,5.0
E001,2025-06-05,2025-06-05 09:15:00,15.0
E002,2025-06-05,2025-06-05 09:05:00,5.0
E003,2025-06-05,2025-06-05 09:15:00,15.0
E005,2025-06-05,2025-06-05 10:10:00,70.0
E006,2025-06-05,2025-06-05 09:15:00,15.0
E008,2025-06-05,2025-06-05 09:10:00,10.0
E012,2025-06-05,2025-06-05 09:30:00,30.0
E013,2025-06-05,2025-06-05 10:00:00,60.0
E014,2025-06-05,2025-06-05 09:15:00,15.0
E015,2025-06-05,2025-06-05 09:15:00,15.0
E016,2025-06-05,2025-06-05 09:30:00,30.0
E018,2025-06-05,2025-06-05 09:15:00,15.0
E019,2025-06-05,2025-06-05 09:10:00,10.0
E020,2025-06-05,2025-06-05 09:10:00,10.0
E022,2025-06-05,2025-06-05 09:30:00,30.0
E026,2025-06-05,2025-06-05 09:30:00,30.0
E031,2025-06-05,2025-06-05 09:30:00,30.0
E032,2025-06-05,2025-06-05 09:15:00,15.0
E034,2025-06-05,2025-06-05 09:05:00,5.0
E035,2025-06-05,2025-06-05 09:15:00,15.0
E036,2025-06-05,2025-06-05 09:15:00,15.0
E037,2025-06-05,2025-06-05 09:10:00,10.0
E038,2025-06-05,2025-06-05 09:15:00,15.0
E043,2025-06-05,2025-06-05 09:30:00,30.0
E044,2025-06-05,2025-06-05 09:30:00,30.0
E045,2025-06-05,2025-06-05 09:05:00,5.0
E046,2025-06-05,2025-06-05 09:10:00,10.0
E049,2025-06-05,2025-06-05 09:30:00,30.0
E001,2025-06-06,2025-06-06 09:15:00,15.0
E002,2025-06-06,2025-06-06 09:30:00,30.0
E006,2025-06-06,2025-06-06 09:30:00,30.0
E008,2025-06-06,2025-06-06 09:05:00,5.0
E009,2025-06-06,2025-06-06 09:15:00,15.0
E010,2025-06-06,2025-06-06 09:05:00,5.0
E011,2025-06-06,2025-06-06 10:15:00,75.0
E013,2025-06-06,2025-06-06 09:15:00,15.0
E015,2025-06-06,2025-06-06 09:15:00,15.0
E016,2025-06-06,2025-06-06 09:15:00,15.0
E019,2025-06-06,2025-06-06 09:05:00,5.0
E021,2025-06-06,2025-06-06 09:30:00,30.0
E022,2025-06-06,2025-06-06 09:10:00,10.0
E026,2025-06-06,2025-06-06 09:15:00,15.0
E027,2025-06-06,2025-06-06 10:15:00,75.0
E030,2025-06-06,2025-06-06 09:05:00,5.0
E033,2025-06-06,2025-06-06 10:10:00,70.0
E034,2025-06-06,2025-06-06 09:05:00,5.0
E035,2025-06-06,2025-06-06 09:05:00,5.0
E036,2025-06-06,2025-06-06 09:30:00,30.0
E037,2025-06-06,2025-06-06 09:30:00,30.0
E039,2025-06-06,2025-06-06 10:05:00,65.0
E040,2025-06-06,2025-06-06 10:15:00,75.0
E041,2025-06-06,2025-06-06 09:10:00,10.0
E044,2025-06-06,2025-06-06 09:15:00,15.0
E045,2025-06-06,2025-06-06 10:00:00,60.0
E047,2025-06-06,2025-06-06 10:05:00,65.0
E050,2025-06-06,2025-06-06 09:10:00,10.0
E003,2025-06-09,2025-06-09 09:15:00,15.0
E004,2025-06-09,2025-06-09 09:10:00,10.0
E005,2025-06-09,2025-06-09 09:10:00,10.0
E006,2025-06-09,2025-06-09 09:10:00,10.0
E011,2025-06-09,2025-06-09 10:00:00,60.0
E012,2025-06-09,2025-06-09 09:10:00,10.0
E014,2025-06-09,2025-06-09 09:30:00,30.0
E018,2025-06-09,2025-06-09 10:00:00,60.0
E019,2025-06-09,2025-06-09 10:10:00,70.0
E020,2025-06-09,2025-06-09 09:05:00,5.0
E021,2025-06-09,2025-06-09 09:05:00,5.0
E022,2025-06-09,2025-06-09 09:30:00,30.0
E025,2025-06-09,2025-06-09 09:30:00,30.0
E026,2025-06-09,2025-06-09 09:15:00,15.0
E029,2025-06-09,2025-06-09 09:10:00,10.0
E030,2025-06-09,2025-06-09 09:30:00,30.0
E033,2025-06-09,2025-06-09 09:15:00,15.0
E037,2025-06-09,2025-06-09 09:05:00,5.0
E041,2025-06-09,2025-06-09 09:30:00,30.0
E043,2025-06-09,2025-06-09 09:15:00,15.0
E046,2025-06-09,2025-06-09 09:30:00,30.0
E047,2025-06-09,2025-06-09 09:30:00,30.0
E048,2025-06-09,2025-06-09 10:15:00,75.0
E049,2025-06-09,2025-06-09 09:15:00,15.0
E050,2025-06-09,2025-06-09 09:15:00,15.0
E001,2025-06-10,2025-06-10 09:05:00,5.0
E003,2025-06-10,2025-06-10 09:10:00,10.0
E004,2025-06-10,2025-06-10 09:05:00,5.0
E005,2025-06-10,2025-06-10 09:10:00,10.0
E006,2025-06-10,2025-06-10 09:05:00,5.0
E010,2025-06-10,2025-06-10 09:15:00,15.0
E011,2025-06-10,2025-06-10 09:15:00,15.0
E012,2025-06-10,2025-06-10 09:15:00,15.0
E013,2025-06-10,2025-06-10 09:05:00,5.0
E014,2025-06-10,2025-06-10 09:05:00,5.0
E016,2025-06-10,2025-06-10 09:10:00,10.0
E018,2025-06-10,2025-06-10 09:05:00,5.0
E020,2025-06-10,2025-06-10 09:05:00,5.0
E023,2025-06-10,2025-06-10 09:10:00,10.0
E025,2025-06-10,2025-06-10 09:05:00,5.0
E026,2025-06-10,2025-06-10 10:05:00,65.0
E027,2025-06-10,2025-06-10 10:15:00,75.0
E028,2025-06-10,2025-06-10 09:10:00,10.0
E030,2025-06-10,2025-06-10 09:05:00,5.0
E031,2025-06-10,2025-06-10 09:30:00,30.0
E032,2025-06-10,2025-06-10 09:30:00,30.0
E033,2025-06-10,2025-06-10 09:30:00,30.0
E034,2025-06-10,2025-06-10 09:15:00,15.0
E035,2025-06-10,2025-06-10 09:05:00,5.0
E036,2025-06-10,2025-06-10 09:15:00,15.0
E038,2025-06-10,2025-06-10 09:15:00,15.0
E040,2025-06-10,2025-06-10 09:30:00,30.0
E041,2025-06-10,2025-06-10 10:15:00,75.0
E042,2025-06-10,2025-06-10 09:30:00,30.0
E043,2025-06-10,2025-06-10 10:10:00,70.0
E045,2025-06-10,2025-06-10 09:05:00,5.0
E046,2025-06-10,2025-06-10 09:15:00,15.0
E048,2025-06-10,2025-06-10 09:30:00,30.0
E001,2025-06-11,2025-06-11 09:15:00,15.0
E002,2025-06-11,2025-06-11 09:30:00,30.0
E003,2025-06-11,2025-06-11 10:05:00,65.0
E004,2025-06-11,2025-06-11 09:30:00,30.0
E005,2025-06-11,2025-06-11 09:15:00,15.0
E007,2025-06-11,2025-06-11 09:10:00,10.0
E008,2025-06-11,2025-06-11 10:00:00,60.0
E009,2025-06-11,2025-06-11 09:10:00,10.0
E010,2025-06-11,2025-06-11 09:15:00,15.0
E013,2025-06-11,2025-06-11 09:30:00,30.0
E014,2025-06-11,2025-06-11 09:05:00,5.0
E015,2025-06-11,2025-06-11 09:10:00,10.0
E017,2025-06-11,2025-06-11 09:10:00,10.0
E021,2025-06-11,2025-06-11 09:30:00,30.0
E023,2025-06-11,2025-06-11 09:15:00,15.0
E024,2025-06-11,2025-06-11 09:05:00,5.0
E025,2025-06-11,2025-06-11 09:30:00,30.0
E026,2025-06-11,2025-06-11 09:30:00,30.0
E027,2025-06-11,2025-06-11 09:05:00,5.0
E028,2025-06-11,2025-06-11 09:05:00,5.0
E031,2025-06-11,2025-06-11 09:10:00,10.0
E032,2025-06-11,2025-06-11 09:15:00,15.0
E034,2025-06-11,2025-06-11 09:10:00,10.0
E035,2025-06-11,2025-06-11 10:10:00,70.0
E037,2025-06-11,2025-06-11 09:15:00,15.0
E038,2025-06-11,2025-06-11 09:05:00,5.0
E039,2025-06-11,2025-06-11 09:15:00,15.0
E040,2025-06-11,2025-06-11 09:05:00,5.0
E041,2025-06-11,2025-06-11 09:15:00,15.0
E043,2025-06-11,2025-06-11 09:30:00,30.0
E044,2025-06-11,2025-06-11 09:10:00,10.0
E046,2025-06-11,2025-06-11 09:05:00,5.0
E047,2025-06-11,2025-06-11 09:10:00,10.0
E048,2025-06-11,2025-06-11 09:15:00,15.0
E050,2025-06-11,2025-06-11 09:10:00,10.0
E003,2025-06-12,2025-06-12 10:00:00,60.0
E004,2025-06-12,2025-06-12 09:15:00,15.0
E006,2025-06-12,2025-06-12 09:15:00,15.0
E008,2025-06-12,2025-06-12 09:15:00,15.0
E009,2025-06-12,2025-06-12 10:10:00,70.0
E011,2025-06-12,2025-06-12 09:30:00,30.0
E014,2025-06-12,2025-06-12 09:10:00,10.0
E016,2025-06-12,2025-06-12 09:15:00,15.0
E018,2025-06-12,2025-06-12 09:30:00,30.0
E020,2025-06-12,2025-06-12 09:10:00,10.0
E021,2025-06-12,2025-06-12 10:15:00,75.0
E023,2025-06-12,2025-06-12 09:30:00,30.0
E024,2025-06-12,2025-06-12 09:10:00,10.0
E025,2025-06-12,2025-06-12 09:05:00,5.0
E028,2025-06-12,2025-06-12 09:05:00,5.0
E031,2025-06-12,2025-06-12 09:10:00,10.0
E035,2025-06-12,2025-06-12 10:15:00,75.0
E036,2025-06-12,2025-06-12 09:10:00,10.0
E037,2025-06-12,2025-06-12 09:30:00,30.0
E038,2025-06-12,2025-06-12 09:30:00,30.0
E039,2025-06-12,2025-06-12 09:05:00,5.0
E040,2025-06-12,2025-06-12 09:30:00,30.0
E043,2025-06-12,2025-06-12 09:05:00,5.0
E046,2025-06-12,2025-06-12 09:05:00,5.0
E049,2025-06-12,2025-06-12 10:00:00,60.0
E050,2025-06-12,2025-06-12 10:30:00,90.0
E002,2025-06-13,2025-06-13 10:15:00,75.0
E003,2025-06-13,2025-06-13 09:15:00,15.0
E004,2025-06-13,2025-06-13 09:15:00,15.0
E006,2025-06-13,2025-06-13 09:10:00,10.0
E008,2025-06-13,2025-06-13 09:10:00,10.0
E009,2025-06-13,2025-06-13 09:30:00,30.0
E015,2025-06-13,2025-06-13 09:05:00,5.0
E017,2025-06-13,2025-06-13 09:30:00,30.0
E018,2025-06-13,2025-06-13 09:30:00,30.0
E020,2025-06-13,2025-06-13 09:15:00,15.0
E021,2025-06-13,2025-06-13 09:05:00,5.0
E023,2025-06-13,2025-06-13 09:30:00,30.0
E024,2025-06-13,2025-06-13 09:10:00,10.0
E025,2025-06-13,2025-06-13 10:10:00,70.0
E027,2025-06-13,2025-06-13 10:10:00,70.0
E028,2025-06-13,2025-06-13 09:30:00,30.0
E030,2025-06-13,2025-06-13 10:30:00,90.0
E031,2025-06-13,2025-06-13 10:00:00,60.0
E032,2025-06-13,2025-06-13 09:05:00,5.0
E033,2025-06-13,2025-06-13 09:15:00,15.0
E034,2025-06-13,2025-06-13 09:05:00,5.0
E035,2025-06-13,2025-06-13 09:30:00,30.0
E036,2025-06-13,2025-06-13 09:10:00,10.0
E039,2025-06-13,2025-06-13 09:15:00,15.0
E040,2025-06-13,2025-06-13 09:05:00,5.0
E041,2025-06-13,2025-06-13 10:10:00,70.0
E044,2025-06-13,2025-06-13 09:05:00,5.0
E045,2025-06-13,2025-06-13 09:10:00,10.0
E047,2025-06-13,2025-06-13 09:30:00,30.0
E048,2025-06-13,2025-06-13 09:10:00,10.0
E049,2025-06-13,2025-06-13 09:30:00,30.0
E050,2025-06-13,2025-06-13 09:15:00,15.0
E001,2025-06-16,2025-06-16 09:15:00,15.0
E002,2025-06-16,2025-06-16 09:05:00,5.0
E003,2025-06-16,2025-06-16 09:10:00,10.0
E005,2025-06-16,2025-06-16 10:10:00,70.0
E009,2025-06-16,2025-06-16 09:15:00,15.0
E010,2025-06-16,2025-06-16 09:15:00,15.0
E011,2025-06-16,2025-06-16 10:15:00,75.0
E013,2025-06-16,2025-06-16 09:05:00,5.0
E014,2025-06-16,2025-06-16 09:30:00,30.0
E016,2025-06-16,2025-06-16 09:30:00,30.0
E017,2025-06-16,2025-06-16 09:05:00,5.0
E019,2025-06-16,2025-06-16 09:30:00,30.0
E020,2025-06-16,2025-06-16 09:05:00,5.0
E021,2025-06-16,2025-06-16 09:10:00,10.0
E022,2025-06-16,2025-06-16 09:10:00,10.0
E023,2025-06-16,2025-06-16 09:10:00,10.0
E025,2025-06-16,2025-06-16 09:15:00,15.0
E026,2025-06-16,2025-06-16 09:15:00,15.0
E027,2025-06-16,2025-06-16 09:05:00,5.0
E029,2025-06-16,2025-06-16 09:05:00,5.0
E030,2025-06-16,2025-06-16 09:30:00,30.0
E032,2025-06-16,2025-06-16 09:05:00,5.0
E033,2025-06-16,2025-06-16 10:10:00,70.0
E038,2025-06-16,2025-06-16 09:10:00,10.0
E041,2025-06-16,2025-06-16 09:10:00,10.0
E043,2025-06-16,2025-06-16 09:05:00,5.0
E048,2025-06-16,2025-06-16 10:30:00,90.0
E049,2025-06-16,2025-06-16 09:30:00,30.0
E050,2025-06-16,2025-06-16 09:30:00,30.0
E001,2025-06-17,2025-06-17 09:05:00,5.0
E002,2025-06-17,2025-06-17 09:15:00,15.0
E005,2025-06-17,2025-06-17 09:05:00,5.0
E006,2025-06-17,2025-06-17 09:05:00,5.0
E007,2025-06-17,2025-06-17 09:10:00,10.0
E008,2025-06-17,2025-06-17 09:30:00,30.0
E009,2025-06-17,2025-06-17 09:10:00,10.0
E013,2025-06-17,2025-06-17 09:15:00,15.0
E016,2025-06-17,2025-06-17 10:00:00,60.0
E017,2025-06-17,2025-06-17 09:30:00,30.0
E018,2025-06-17,2025-06-17 09:30:00,30.0
